V1,V2,V3,V4,V5,V6,V7,V8
"sn84026472","The Hillsborough recorder.","Dennis Heartt","Hillsborough, N.C.","North Carolina--Orange--Hillsboro","1820","1879","http://chroniclingamerica.loc.gov/lccn/sn84026472.json"
"sn84026472","The Hillsborough recorder.","Dennis Heartt","Hillsborough, N.C.","North Carolina--Orange--Hillsboro","1820","1879","http://chroniclingamerica.loc.gov/lccn/sn84026472.json"
"sn91068345","Durham daily recorder. [volume]","E.C. Hackney","Durham, N.C.","North Carolina--Durham--Durham","1886","188?","http://chroniclingamerica.loc.gov/lccn/sn91068345.json"
"sn91068345","Durham daily recorder. [volume]","E.C. Hackney","Durham, N.C.","North Carolina--Durham--Durham","1886","188?","http://chroniclingamerica.loc.gov/lccn/sn91068345.json"
"sn91068345","Durham daily recorder. [volume]","E.C. Hackney","Durham, N.C.","North Carolina--Durham--Durham","1886","188?","http://chroniclingamerica.loc.gov/lccn/sn91068345.json"
"sn91068347","Hillsboro recorder.","C.E. Parrish [and] F.N. Strudwick","Hillsboro, N.C.","North Carolina--Orange--Hillsboro","1887","18??","http://chroniclingamerica.loc.gov/lccn/sn91068347.json"
"sn91068347","Hillsboro recorder.","C.E. Parrish [and] F.N. Strudwick","Hillsboro, N.C.","North Carolina--Orange--Hillsboro","1887","18??","http://chroniclingamerica.loc.gov/lccn/sn91068347.json"
"sn91068347","Hillsboro recorder.","C.E. Parrish [and] F.N. Strudwick","Hillsboro, N.C.","North Carolina--Orange--Hillsboro","1887","18??","http://chroniclingamerica.loc.gov/lccn/sn91068347.json"
"sn84020750","The North-Carolinian. [volume]","H.L. Holmes","Fayetteville [N.C.]","North Carolina--Cumberland--Fayetteville","1839","1861","http://chroniclingamerica.loc.gov/lccn/sn84020750.json"
"sn84020750","The North-Carolinian. [volume]","H.L. Holmes","Fayetteville [N.C.]","North Carolina--Cumberland--Fayetteville","1839","1861","http://chroniclingamerica.loc.gov/lccn/sn84020750.json"
"sn84020750","The North-Carolinian. [volume]","H.L. Holmes","Fayetteville [N.C.]","North Carolina--Cumberland--Fayetteville","1839","1861","http://chroniclingamerica.loc.gov/lccn/sn84020750.json"
"sn91068137","The weekly intelligencer. [volume]","P.J. Sinclair","Fayetteville, N.C.","North Carolina--Cumberland--Fayetteville|North Carolina--New Hanover--Wilmington","1864","186?","http://chroniclingamerica.loc.gov/lccn/sn91068137.json"
"sn91068137","The weekly intelligencer. [volume]","P.J. Sinclair","Fayetteville, N.C.","North Carolina--Cumberland--Fayetteville|North Carolina--New Hanover--Wilmington","1864","186?","http://chroniclingamerica.loc.gov/lccn/sn91068137.json"
"sn91068137","The weekly intelligencer. [volume]","P.J. Sinclair","Fayetteville, N.C.","North Carolina--Cumberland--Fayetteville|North Carolina--New Hanover--Wilmington","1864","186?","http://chroniclingamerica.loc.gov/lccn/sn91068137.json"
"sn91090200","The state chronicle. [volume]","Chronicle Pub. Co.","Raleigh, N.C.","North Carolina--Wake--Raleigh","1883","1893","http://chroniclingamerica.loc.gov/lccn/sn91090200.json"
"sn91090200","The state chronicle. [volume]","Chronicle Pub. Co.","Raleigh, N.C.","North Carolina--Wake--Raleigh","1883","1893","http://chroniclingamerica.loc.gov/lccn/sn91090200.json"
"sn91090200","The state chronicle. [volume]","Chronicle Pub. Co.","Raleigh, N.C.","North Carolina--Wake--Raleigh","1883","1893","http://chroniclingamerica.loc.gov/lccn/sn91090200.json"
"sn92072977","The daily state chronicle. [volume]","Chronicle Pub. Co.","Raleigh, N.C.","North Carolina--Wake--Raleigh","188?","1891","http://chroniclingamerica.loc.gov/lccn/sn92072977.json"
"sn92072977","The daily state chronicle. [volume]","Chronicle Pub. Co.","Raleigh, N.C.","North Carolina--Wake--Raleigh","188?","1891","http://chroniclingamerica.loc.gov/lccn/sn92072977.json"
"sn92072977","The daily state chronicle. [volume]","Chronicle Pub. Co.","Raleigh, N.C.","North Carolina--Wake--Raleigh","188?","1891","http://chroniclingamerica.loc.gov/lccn/sn92072977.json"
"sn92072978","The state chronicle. [volume]","Chronicle Pub. Co.","Raleigh, N.C.","North Carolina--Wake--Raleigh","1891","1893","http://chroniclingamerica.loc.gov/lccn/sn92072978.json"
"sn92072978","The state chronicle. [volume]","Chronicle Pub. Co.","Raleigh, N.C.","North Carolina--Wake--Raleigh","1891","1893","http://chroniclingamerica.loc.gov/lccn/sn92072978.json"
"sn92072978","The state chronicle. [volume]","Chronicle Pub. Co.","Raleigh, N.C.","North Carolina--Wake--Raleigh","1891","1893","http://chroniclingamerica.loc.gov/lccn/sn92072978.json"
"sn92073049","The progressive farmer.","L.L. Polk","Winston, N.C.","North Carolina--Forsyth--Winston|North Carolina--Forsyth--Winston-Salem|North Carolina--Wake--Raleigh","1886","1904","http://chroniclingamerica.loc.gov/lccn/sn92073049.json"
"sn92073049","The progressive farmer.","L.L. Polk","Winston, N.C.","North Carolina--Forsyth--Winston|North Carolina--Forsyth--Winston-Salem|North Carolina--Wake--Raleigh","1886","1904","http://chroniclingamerica.loc.gov/lccn/sn92073049.json"
"sn92073049","The progressive farmer.","L.L. Polk","Winston, N.C.","North Carolina--Forsyth--Winston|North Carolina--Forsyth--Winston-Salem|North Carolina--Wake--Raleigh","1886","1904","http://chroniclingamerica.loc.gov/lccn/sn92073049.json"
"sn92073050","The progressive farmer and the cotton plant.","Agricultural Pub. Co.","Raleigh, N.C.","North Carolina--Wake--Raleigh","1904","1905","http://chroniclingamerica.loc.gov/lccn/sn92073050.json"
"sn92073050","The progressive farmer and the cotton plant.","Agricultural Pub. Co.","Raleigh, N.C.","North Carolina--Wake--Raleigh","1904","1905","http://chroniclingamerica.loc.gov/lccn/sn92073050.json"
"sn92073050","The progressive farmer and the cotton plant.","Agricultural Pub. Co.","Raleigh, N.C.","North Carolina--Wake--Raleigh","1904","1905","http://chroniclingamerica.loc.gov/lccn/sn92073050.json"
"sn83025813","The daily confederate.","A.M. Gorman & Co.","Raleigh, N.C.","North Carolina--Wake--Raleigh","1864","1865","http://chroniclingamerica.loc.gov/lccn/sn83025813.json"
"sn83025813","The daily confederate.","A.M. Gorman & Co.","Raleigh, N.C.","North Carolina--Wake--Raleigh","1864","1865","http://chroniclingamerica.loc.gov/lccn/sn83025813.json"
"sn83025813","The daily confederate.","A.M. Gorman & Co.","Raleigh, N.C.","North Carolina--Wake--Raleigh","1864","1865","http://chroniclingamerica.loc.gov/lccn/sn83025813.json"
"sn83027097","The gazette.","John H. Williamson","Raleigh, N.C.","North Carolina--Wake--Raleigh","18??","1???","http://chroniclingamerica.loc.gov/lccn/sn83027097.json"
"sn83027097","The gazette.","John H. Williamson","Raleigh, N.C.","North Carolina--Wake--Raleigh","18??","1???","http://chroniclingamerica.loc.gov/lccn/sn83027097.json"
"sn83027097","The gazette.","John H. Williamson","Raleigh, N.C.","North Carolina--Wake--Raleigh","18??","1???","http://chroniclingamerica.loc.gov/lccn/sn83027097.json"
"sn84026636","Our living and our dead. [volume]","Stephen D. Pool","Newbern [i.e. New Bern], N.C.","North Carolina--Craven--New Bern","1873","187?","http://chroniclingamerica.loc.gov/lccn/sn84026636.json"
"sn84026636","Our living and our dead. [volume]","Stephen D. Pool","Newbern [i.e. New Bern], N.C.","North Carolina--Craven--New Bern","1873","187?","http://chroniclingamerica.loc.gov/lccn/sn84026636.json"
"sn84026636","Our living and our dead. [volume]","Stephen D. Pool","Newbern [i.e. New Bern], N.C.","North Carolina--Craven--New Bern","1873","187?","http://chroniclingamerica.loc.gov/lccn/sn84026636.json"
"sn84026637","Our living and our dead ; or, Testimony from the battlefields. [volume]","Stephen D. Pool","Newbern [i.e. New Bern], N.C.","North Carolina--Craven--New Bern","1873","1873","http://chroniclingamerica.loc.gov/lccn/sn84026637.json"
"sn84026637","Our living and our dead ; or, Testimony from the battlefields. [volume]","Stephen D. Pool","Newbern [i.e. New Bern], N.C.","North Carolina--Craven--New Bern","1873","1873","http://chroniclingamerica.loc.gov/lccn/sn84026637.json"
"sn84026637","Our living and our dead ; or, Testimony from the battlefields. [volume]","Stephen D. Pool","Newbern [i.e. New Bern], N.C.","North Carolina--Craven--New Bern","1873","1873","http://chroniclingamerica.loc.gov/lccn/sn84026637.json"
"sn85038643","North Carolina Republican. [volume]","James H. Harris","Raleigh, N.C.","North Carolina--Wake--Raleigh","1879","1880","http://chroniclingamerica.loc.gov/lccn/sn85038643.json"
"sn85038643","North Carolina Republican. [volume]","James H. Harris","Raleigh, N.C.","North Carolina--Wake--Raleigh","1879","1880","http://chroniclingamerica.loc.gov/lccn/sn85038643.json"
"sn85038643","North Carolina Republican. [volume]","James H. Harris","Raleigh, N.C.","North Carolina--Wake--Raleigh","1879","1880","http://chroniclingamerica.loc.gov/lccn/sn85038643.json"
"sn86077149","Weekly confederate.","A.M. Gorman & Co.","Raleigh [N.C.]","North Carolina--Wake--Raleigh","1864","1865","http://chroniclingamerica.loc.gov/lccn/sn86077149.json"
"sn86077149","Weekly confederate.","A.M. Gorman & Co.","Raleigh [N.C.]","North Carolina--Wake--Raleigh","1864","1865","http://chroniclingamerica.loc.gov/lccn/sn86077149.json"
"sn86077149","Weekly confederate.","A.M. Gorman & Co.","Raleigh [N.C.]","North Carolina--Wake--Raleigh","1864","1865","http://chroniclingamerica.loc.gov/lccn/sn86077149.json"
"sn91068476","The Monroe journal. [volume]","R.F. Beasley","Monroe, N.C.","North Carolina--Union--Monroe","189?","1965","http://chroniclingamerica.loc.gov/lccn/sn91068476.json"
"sn91068476","The Monroe journal. [volume]","R.F. Beasley","Monroe, N.C.","North Carolina--Union--Monroe","189?","1965","http://chroniclingamerica.loc.gov/lccn/sn91068476.json"
"sn91068476","The Monroe journal. [volume]","R.F. Beasley","Monroe, N.C.","North Carolina--Union--Monroe","189?","1965","http://chroniclingamerica.loc.gov/lccn/sn91068476.json"
"sn92072981","The journal of industry. [volume]","C.N. Hunter","Raleigh, N.C.","North Carolina--Wake--Raleigh","1879","1???","http://chroniclingamerica.loc.gov/lccn/sn92072981.json"
"sn92072981","The journal of industry. [volume]","C.N. Hunter","Raleigh, N.C.","North Carolina--Wake--Raleigh","1879","1???","http://chroniclingamerica.loc.gov/lccn/sn92072981.json"
"sn92072981","The journal of industry. [volume]","C.N. Hunter","Raleigh, N.C.","North Carolina--Wake--Raleigh","1879","1???","http://chroniclingamerica.loc.gov/lccn/sn92072981.json"
"sn92073076","North Carolina gazette.","J.H. Williamson","Raleigh, N.C.","North Carolina--Wake--Raleigh","1885","18??","http://chroniclingamerica.loc.gov/lccn/sn92073076.json"
"sn92073076","North Carolina gazette.","J.H. Williamson","Raleigh, N.C.","North Carolina--Wake--Raleigh","1885","18??","http://chroniclingamerica.loc.gov/lccn/sn92073076.json"
"sn92073076","North Carolina gazette.","J.H. Williamson","Raleigh, N.C.","North Carolina--Wake--Raleigh","1885","18??","http://chroniclingamerica.loc.gov/lccn/sn92073076.json"
"sn85042052","Orange County observer.","Joseph A. Harris, R.C. Strudwick","Hillsborough, N.C.","North Carolina--Orange--Hillsborough","1880","1918","http://chroniclingamerica.loc.gov/lccn/sn85042052.json"
"sn85042052","Orange County observer.","Joseph A. Harris, R.C. Strudwick","Hillsborough, N.C.","North Carolina--Orange--Hillsborough","1880","1918","http://chroniclingamerica.loc.gov/lccn/sn85042052.json"
"sn85042052","Orange County observer.","Joseph A. Harris, R.C. Strudwick","Hillsborough, N.C.","North Carolina--Orange--Hillsborough","1880","1918","http://chroniclingamerica.loc.gov/lccn/sn85042052.json"
"sn91068499","The Burke County news. [volume]","T.G. Cobb","Morganton, N.C.","North Carolina--Burke--Morganton","1899","1901","http://chroniclingamerica.loc.gov/lccn/sn91068499.json"
"sn91068499","The Burke County news. [volume]","T.G. Cobb","Morganton, N.C.","North Carolina--Burke--Morganton","1899","1901","http://chroniclingamerica.loc.gov/lccn/sn91068499.json"
"sn91068499","The Burke County news. [volume]","T.G. Cobb","Morganton, N.C.","North Carolina--Burke--Morganton","1899","1901","http://chroniclingamerica.loc.gov/lccn/sn91068499.json"
"sn91068502","The fool-killer.","J.L. Pearson","Moravian Falls, N.C.","North Carolina--Wilkes--Boomer|North Carolina--Wilkes--Moravian Falls","1910","1917","http://chroniclingamerica.loc.gov/lccn/sn91068502.json"
"sn91068502","The fool-killer.","J.L. Pearson","Moravian Falls, N.C.","North Carolina--Wilkes--Boomer|North Carolina--Wilkes--Moravian Falls","1910","1917","http://chroniclingamerica.loc.gov/lccn/sn91068502.json"
"sn91068502","The fool-killer.","J.L. Pearson","Moravian Falls, N.C.","North Carolina--Wilkes--Boomer|North Carolina--Wilkes--Moravian Falls","1910","1917","http://chroniclingamerica.loc.gov/lccn/sn91068502.json"
"sn91068503","Good news. [volume]","J.L. Pearson","Boomer, N.C.","North Carolina--Wilkes--Boomer","1917","1919","http://chroniclingamerica.loc.gov/lccn/sn91068503.json"
"sn91068503","Good news. [volume]","J.L. Pearson","Boomer, N.C.","North Carolina--Wilkes--Boomer","1917","1919","http://chroniclingamerica.loc.gov/lccn/sn91068503.json"
"sn91068503","Good news. [volume]","J.L. Pearson","Boomer, N.C.","North Carolina--Wilkes--Boomer","1917","1919","http://chroniclingamerica.loc.gov/lccn/sn91068503.json"
"sn91068504","The fool-killer. [volume]","J.L. Pearson","Boomer, N.C.","North Carolina--Wilkes--Boomer","1919","1922","http://chroniclingamerica.loc.gov/lccn/sn91068504.json"
"sn91068504","The fool-killer. [volume]","J.L. Pearson","Boomer, N.C.","North Carolina--Wilkes--Boomer","1919","1922","http://chroniclingamerica.loc.gov/lccn/sn91068504.json"
"sn91068504","The fool-killer. [volume]","J.L. Pearson","Boomer, N.C.","North Carolina--Wilkes--Boomer","1919","1922","http://chroniclingamerica.loc.gov/lccn/sn91068504.json"
"sn83004710","Cherokee scout. [volume]","E.F. Case","Murphy, N.C.","North Carolina--Cherokee--Murphy","188?","1961","http://chroniclingamerica.loc.gov/lccn/sn83004710.json"
"sn83004710","Cherokee scout. [volume]","E.F. Case","Murphy, N.C.","North Carolina--Cherokee--Murphy","188?","1961","http://chroniclingamerica.loc.gov/lccn/sn83004710.json"
"sn83004710","Cherokee scout. [volume]","E.F. Case","Murphy, N.C.","North Carolina--Cherokee--Murphy","188?","1961","http://chroniclingamerica.loc.gov/lccn/sn83004710.json"
"sn84020712","The western Democrat.","Rufus M. Herron","Charlotte, N.C.","North Carolina--Mecklenburg--Charlotte","1852","1870","http://chroniclingamerica.loc.gov/lccn/sn84020712.json"
"sn84020712","The western Democrat.","Rufus M. Herron","Charlotte, N.C.","North Carolina--Mecklenburg--Charlotte","1852","1870","http://chroniclingamerica.loc.gov/lccn/sn84020712.json"
"sn84020712","The western Democrat.","Rufus M. Herron","Charlotte, N.C.","North Carolina--Mecklenburg--Charlotte","1852","1870","http://chroniclingamerica.loc.gov/lccn/sn84020712.json"
"sn84026536","Wilmington journal.","Alfred L. Price and David Fulton","Wilmington, N.C.","North Carolina--New Hanover--Wilmington","1844","1895","http://chroniclingamerica.loc.gov/lccn/sn84026536.json"
"sn84026536","Wilmington journal.","Alfred L. Price and David Fulton","Wilmington, N.C.","North Carolina--New Hanover--Wilmington","1844","1895","http://chroniclingamerica.loc.gov/lccn/sn84026536.json"
"sn84026536","Wilmington journal.","Alfred L. Price and David Fulton","Wilmington, N.C.","North Carolina--New Hanover--Wilmington","1844","1895","http://chroniclingamerica.loc.gov/lccn/sn84026536.json"
"sn92061679","The free press.","E.D. Oslin","Southern Pines, N.C.","North Carolina--Moore--Southern Pines","1898","19??","http://chroniclingamerica.loc.gov/lccn/sn92061679.json"
"sn92061679","The free press.","E.D. Oslin","Southern Pines, N.C.","North Carolina--Moore--Southern Pines","1898","19??","http://chroniclingamerica.loc.gov/lccn/sn92061679.json"
"sn92061679","The free press.","E.D. Oslin","Southern Pines, N.C.","North Carolina--Moore--Southern Pines","1898","19??","http://chroniclingamerica.loc.gov/lccn/sn92061679.json"
"sn92073906","The commonwealth.","D.E. Stainback","Scotland Neck, N.C.","North Carolina--Halifax--Scotland Neck","1882","1884","http://chroniclingamerica.loc.gov/lccn/sn92073906.json"
"sn92073906","The commonwealth.","D.E. Stainback","Scotland Neck, N.C.","North Carolina--Halifax--Scotland Neck","1882","1884","http://chroniclingamerica.loc.gov/lccn/sn92073906.json"
"sn92073906","The commonwealth.","D.E. Stainback","Scotland Neck, N.C.","North Carolina--Halifax--Scotland Neck","1882","1884","http://chroniclingamerica.loc.gov/lccn/sn92073906.json"
"sn92073907","The Democrat.","Democrat Pub. Co.","Scotland Neck, Halifax Co., N.C.","North Carolina--Halifax--Scotland Neck","1884","1896","http://chroniclingamerica.loc.gov/lccn/sn92073907.json"
"sn92073907","The Democrat.","Democrat Pub. Co.","Scotland Neck, Halifax Co., N.C.","North Carolina--Halifax--Scotland Neck","1884","1896","http://chroniclingamerica.loc.gov/lccn/sn92073907.json"
"sn92073907","The Democrat.","Democrat Pub. Co.","Scotland Neck, Halifax Co., N.C.","North Carolina--Halifax--Scotland Neck","1884","1896","http://chroniclingamerica.loc.gov/lccn/sn92073907.json"
"sn92073908","The commonwealth.","E.E. Hilliard","Scotland Neck, N.C.","North Carolina--Halifax--Scotland Neck","1896","1929","http://chroniclingamerica.loc.gov/lccn/sn92073908.json"
"sn92073908","The commonwealth.","E.E. Hilliard","Scotland Neck, N.C.","North Carolina--Halifax--Scotland Neck","1896","1929","http://chroniclingamerica.loc.gov/lccn/sn92073908.json"
"sn92073908","The commonwealth.","E.E. Hilliard","Scotland Neck, N.C.","North Carolina--Halifax--Scotland Neck","1896","1929","http://chroniclingamerica.loc.gov/lccn/sn92073908.json"
"sn84026546","Newbern progress. [volume]","E.L. Davenport & Co.","Newbern, N.C.","North Carolina--Craven--New Bern","1863","186?","http://chroniclingamerica.loc.gov/lccn/sn84026546.json"
"sn84026546","Newbern progress. [volume]","E.L. Davenport & Co.","Newbern, N.C.","North Carolina--Craven--New Bern","1863","186?","http://chroniclingamerica.loc.gov/lccn/sn84026546.json"
"sn84026546","Newbern progress. [volume]","E.L. Davenport & Co.","Newbern, N.C.","North Carolina--Craven--New Bern","1863","186?","http://chroniclingamerica.loc.gov/lccn/sn84026546.json"
"sn84026547","Newbern weekly progress. [volume]","J.L. Pennington","Newbern, N.C.","North Carolina--Craven--New Bern","1858","1863","http://chroniclingamerica.loc.gov/lccn/sn84026547.json"
"sn84026547","Newbern weekly progress. [volume]","J.L. Pennington","Newbern, N.C.","North Carolina--Craven--New Bern","1858","1863","http://chroniclingamerica.loc.gov/lccn/sn84026547.json"
"sn84026547","Newbern weekly progress. [volume]","J.L. Pennington","Newbern, N.C.","North Carolina--Craven--New Bern","1858","1863","http://chroniclingamerica.loc.gov/lccn/sn84026547.json"
"sn84022127","The Bismarck tribune. [volume]","Bismarck Tribune Co.","Bismarck, D.T. [N.D.]","North Dakota--Burleigh--Bismarck","1873","1875","http://chroniclingamerica.loc.gov/lccn/sn84022127.json"
"sn84022127","The Bismarck tribune. [volume]","Bismarck Tribune Co.","Bismarck, D.T. [N.D.]","North Dakota--Burleigh--Bismarck","1873","1875","http://chroniclingamerica.loc.gov/lccn/sn84022127.json"
"sn84022127","The Bismarck tribune. [volume]","Bismarck Tribune Co.","Bismarck, D.T. [N.D.]","North Dakota--Burleigh--Bismarck","1873","1875","http://chroniclingamerica.loc.gov/lccn/sn84022127.json"
"sn84022128","Bismarck tri-weekly tribune.","Bismarck Tribune Co.","Bismarck, D.T. [N.D.]","North Dakota--Burleigh--Bismarck","1875","1881","http://chroniclingamerica.loc.gov/lccn/sn84022128.json"
"sn84022128","Bismarck tri-weekly tribune.","Bismarck Tribune Co.","Bismarck, D.T. [N.D.]","North Dakota--Burleigh--Bismarck","1875","1881","http://chroniclingamerica.loc.gov/lccn/sn84022128.json"
"sn84022128","Bismarck tri-weekly tribune.","Bismarck Tribune Co.","Bismarck, D.T. [N.D.]","North Dakota--Burleigh--Bismarck","1875","1881","http://chroniclingamerica.loc.gov/lccn/sn84022128.json"
"sn84022129","Bismarck weekly tribune.","Bismarck Tribune Co.","Bismarck, D.T. [N.D.]","North Dakota--Burleigh--Bismarck","1875","1878","http://chroniclingamerica.loc.gov/lccn/sn84022129.json"
"sn84022129","Bismarck weekly tribune.","Bismarck Tribune Co.","Bismarck, D.T. [N.D.]","North Dakota--Burleigh--Bismarck","1875","1878","http://chroniclingamerica.loc.gov/lccn/sn84022129.json"
"sn84022129","Bismarck weekly tribune.","Bismarck Tribune Co.","Bismarck, D.T. [N.D.]","North Dakota--Burleigh--Bismarck","1875","1878","http://chroniclingamerica.loc.gov/lccn/sn84022129.json"
"sn85042242","Bismarck daily tribune.","Lounsberry & Jewell","Bismarck, Dakota [N.D.]","North Dakota--Burleigh--Bismarck","1881","1916","http://chroniclingamerica.loc.gov/lccn/sn85042242.json"
"sn85042242","Bismarck daily tribune.","Lounsberry & Jewell","Bismarck, Dakota [N.D.]","North Dakota--Burleigh--Bismarck","1881","1916","http://chroniclingamerica.loc.gov/lccn/sn85042242.json"
"sn85042242","Bismarck daily tribune.","Lounsberry & Jewell","Bismarck, Dakota [N.D.]","North Dakota--Burleigh--Bismarck","1881","1916","http://chroniclingamerica.loc.gov/lccn/sn85042242.json"
"sn85042331","Bismarck tribune.","Stanley Huntley","Bismarck, D.T. [N.D.]","North Dakota--Burleigh--Bismarck","1878","1884","http://chroniclingamerica.loc.gov/lccn/sn85042331.json"
"sn85042331","Bismarck tribune.","Stanley Huntley","Bismarck, D.T. [N.D.]","North Dakota--Burleigh--Bismarck","1878","1884","http://chroniclingamerica.loc.gov/lccn/sn85042331.json"
"sn85042331","Bismarck tribune.","Stanley Huntley","Bismarck, D.T. [N.D.]","North Dakota--Burleigh--Bismarck","1878","1884","http://chroniclingamerica.loc.gov/lccn/sn85042331.json"
"sn85042588","Bismarck weekly tribune.","M.H. Jewell","Bismarck, Dakota [N.D.]","North Dakota--Burleigh--Bismarck","1884","1943","http://chroniclingamerica.loc.gov/lccn/sn85042588.json"
"sn85042588","Bismarck weekly tribune.","M.H. Jewell","Bismarck, Dakota [N.D.]","North Dakota--Burleigh--Bismarck","1884","1943","http://chroniclingamerica.loc.gov/lccn/sn85042588.json"
"sn85042588","Bismarck weekly tribune.","M.H. Jewell","Bismarck, Dakota [N.D.]","North Dakota--Burleigh--Bismarck","1884","1943","http://chroniclingamerica.loc.gov/lccn/sn85042588.json"
"sn88076741","The pioneer express.","R.H. Young","Pembina, Dakota [N.D.]","North Dakota--Pembina--Pembina","1883","1928","http://chroniclingamerica.loc.gov/lccn/sn88076741.json"
"sn88076741","The pioneer express.","R.H. Young","Pembina, Dakota [N.D.]","North Dakota--Pembina--Pembina","1883","1928","http://chroniclingamerica.loc.gov/lccn/sn88076741.json"
"sn88076741","The pioneer express.","R.H. Young","Pembina, Dakota [N.D.]","North Dakota--Pembina--Pembina","1883","1928","http://chroniclingamerica.loc.gov/lccn/sn88076741.json"
"sn87096037","The Hope pioneer.","Hope Print. Co.","Hope, N.D.","North Dakota--Griggs--Hope|North Dakota--Steele--Hope","1882","1964","http://chroniclingamerica.loc.gov/lccn/sn87096037.json"
"sn87096037","The Hope pioneer.","Hope Print. Co.","Hope, N.D.","North Dakota--Griggs--Hope|North Dakota--Steele--Hope","1882","1964","http://chroniclingamerica.loc.gov/lccn/sn87096037.json"
"sn87096037","The Hope pioneer.","Hope Print. Co.","Hope, N.D.","North Dakota--Griggs--Hope|North Dakota--Steele--Hope","1882","1964","http://chroniclingamerica.loc.gov/lccn/sn87096037.json"
"sn87096040","Emmons County record.","D.R. Streeter","Williamsport, D.T. [i.e. N.D.]","North Dakota--Emmons--Linton|North Dakota--Emmons--Williamsport","1884","current","http://chroniclingamerica.loc.gov/lccn/sn87096040.json"
"sn87096040","Emmons County record.","D.R. Streeter","Williamsport, D.T. [i.e. N.D.]","North Dakota--Emmons--Linton|North Dakota--Emmons--Williamsport","1884","current","http://chroniclingamerica.loc.gov/lccn/sn87096040.json"
"sn87096040","Emmons County record.","D.R. Streeter","Williamsport, D.T. [i.e. N.D.]","North Dakota--Emmons--Linton|North Dakota--Emmons--Williamsport","1884","current","http://chroniclingamerica.loc.gov/lccn/sn87096040.json"
"sn87096040","Emmons County record.","D.R. Streeter","Williamsport, D.T. [i.e. N.D.]","North Dakota--Emmons--Linton|North Dakota--Emmons--Williamsport","1884","current","http://chroniclingamerica.loc.gov/lccn/sn87096040.json"
"sn87096040","Emmons County record.","D.R. Streeter","Williamsport, D.T. [i.e. N.D.]","North Dakota--Emmons--Linton|North Dakota--Emmons--Williamsport","1884","current","http://chroniclingamerica.loc.gov/lccn/sn87096040.json"
"sn87096040","Emmons County record.","D.R. Streeter","Williamsport, D.T. [i.e. N.D.]","North Dakota--Emmons--Linton|North Dakota--Emmons--Williamsport","1884","current","http://chroniclingamerica.loc.gov/lccn/sn87096040.json"
"sn88076639","Sioux County pioneer.","C. Christenson","Fort Yates, Sioux County, N.D.","North Dakota--Sioux--Fort Yates","1914","1929","http://chroniclingamerica.loc.gov/lccn/sn88076639.json"
"sn88076639","Sioux County pioneer.","C. Christenson","Fort Yates, Sioux County, N.D.","North Dakota--Sioux--Fort Yates","1914","1929","http://chroniclingamerica.loc.gov/lccn/sn88076639.json"
"sn88076639","Sioux County pioneer.","C. Christenson","Fort Yates, Sioux County, N.D.","North Dakota--Sioux--Fort Yates","1914","1929","http://chroniclingamerica.loc.gov/lccn/sn88076639.json"
"sn85042242","Bismarck daily tribune.","Lounsberry & Jewell","Bismarck, Dakota [N.D.]","North Dakota--Burleigh--Bismarck","1881","1916","http://chroniclingamerica.loc.gov/lccn/sn85042242.json"
"sn85042242","Bismarck daily tribune.","Lounsberry & Jewell","Bismarck, Dakota [N.D.]","North Dakota--Burleigh--Bismarck","1881","1916","http://chroniclingamerica.loc.gov/lccn/sn85042242.json"
"sn85042242","Bismarck daily tribune.","Lounsberry & Jewell","Bismarck, Dakota [N.D.]","North Dakota--Burleigh--Bismarck","1881","1916","http://chroniclingamerica.loc.gov/lccn/sn85042242.json"
"sn85042588","Bismarck weekly tribune.","M.H. Jewell","Bismarck, Dakota [N.D.]","North Dakota--Burleigh--Bismarck","1884","1943","http://chroniclingamerica.loc.gov/lccn/sn85042588.json"
"sn85042588","Bismarck weekly tribune.","M.H. Jewell","Bismarck, Dakota [N.D.]","North Dakota--Burleigh--Bismarck","1884","1943","http://chroniclingamerica.loc.gov/lccn/sn85042588.json"
"sn85042588","Bismarck weekly tribune.","M.H. Jewell","Bismarck, Dakota [N.D.]","North Dakota--Burleigh--Bismarck","1884","1943","http://chroniclingamerica.loc.gov/lccn/sn85042588.json"
"sn84024779","The Wahpeton times.","Geo. P. Garred","Wahpeton, Richland County, Dakota [N.D.]","North Dakota--Richland--Wahpeton","1879","1919","http://chroniclingamerica.loc.gov/lccn/sn84024779.json"
"sn84024779","The Wahpeton times.","Geo. P. Garred","Wahpeton, Richland County, Dakota [N.D.]","North Dakota--Richland--Wahpeton","1879","1919","http://chroniclingamerica.loc.gov/lccn/sn84024779.json"
"sn84024779","The Wahpeton times.","Geo. P. Garred","Wahpeton, Richland County, Dakota [N.D.]","North Dakota--Richland--Wahpeton","1879","1919","http://chroniclingamerica.loc.gov/lccn/sn84024779.json"
"sn88076741","The pioneer express.","R.H. Young","Pembina, Dakota [N.D.]","North Dakota--Pembina--Pembina","1883","1928","http://chroniclingamerica.loc.gov/lccn/sn88076741.json"
"sn88076741","The pioneer express.","R.H. Young","Pembina, Dakota [N.D.]","North Dakota--Pembina--Pembina","1883","1928","http://chroniclingamerica.loc.gov/lccn/sn88076741.json"
"sn88076741","The pioneer express.","R.H. Young","Pembina, Dakota [N.D.]","North Dakota--Pembina--Pembina","1883","1928","http://chroniclingamerica.loc.gov/lccn/sn88076741.json"
